Timestamp, Block Number, Base Fee (Gwei)
2023-12-04T07:42:47.000Z, 18711584, 37.568129181
2023-12-04T07:42:59.000Z, 18711585, 39.396050335
2023-12-04T07:43:11.000Z, 18711586, 38.18704563
2023-12-04T07:43:23.000Z, 18711587, 40.359857976
2023-12-04T07:43:35.000Z, 18711588, 40.815233881
2023-12-04T07:43:47.000Z, 18711589, 38.959495125
2023-12-04T07:43:59.000Z, 18711590, 40.816030972
2023-12-04T07:44:11.000Z, 18711591, 40.561255607
2023-12-04T07:44:23.000Z, 18711592, 41.378032541
2023-12-04T07:44:35.000Z, 18711593, 41.064564636
2023-12-04T07:44:47.000Z, 18711594, 38.805139591
2023-12-04T07:44:59.000Z, 18711595, 39.830623612
2023-12-04T07:45:11.000Z, 18711596, 37.34874028
2023-12-04T07:45:23.000Z, 18711597, 37.666898013
2023-12-04T07:45:35.000Z, 18711598, 39.146300902
2023-12-04T07:45:47.000Z, 18711599, 39.443315304
2023-12-04T07:45:59.000Z, 18711600, 40.551067009
2023-12-04T07:46:11.000Z, 18711601, 38.813522049
2023-12-04T07:46:23.000Z, 18711602, 38.501851085
2023-12-04T07:46:35.000Z, 18711603, 43.312007338
2023-12-04T07:46:47.000Z, 18711604, 48.165009841
2023-12-04T07:46:59.000Z, 18711605, 47.072060677
2023-12-04T07:47:11.000Z, 18711606, 47.014472326
2023-12-04T07:47:23.000Z, 18711607, 47.704636552
2023-12-04T07:47:35.000Z, 18711608, 46.035171452
2023-12-04T07:47:47.000Z, 18711609, 45.27975769
2023-12-04T07:47:59.000Z, 18711610, 44.26410518
2023-12-04T07:48:11.000Z, 18711611, 43.178367912
2023-12-04T07:48:23.000Z, 18711612, 45.128351942
2023-12-04T07:48:35.000Z, 18711613, 44.05404896
2023-12-04T07:48:47.000Z, 18711614, 43.675838342
2023-12-04T07:48:59.000Z, 18711615, 42.206120177
2023-12-04T07:49:11.000Z, 18711616, 41.857155404
2023-12-04T07:49:23.000Z, 18711617, 46.262219181
2023-12-04T07:49:35.000Z, 18711618, 45.992167718
2023-12-04T07:49:47.000Z, 18711619, 44.332428432
2023-12-04T07:49:59.000Z, 18711620, 43.234395456
2023-12-04T07:50:11.000Z, 18711621, 41.554611652
2023-12-04T07:50:23.000Z, 18711622, 41.485411104
2023-12-04T07:50:35.000Z, 18711623, 40.198513255
2023-12-04T07:50:47.000Z, 18711624, 39.828954589
2023-12-04T07:50:59.000Z, 18711625, 39.336054349
2023-12-04T07:51:11.000Z, 18711626, 40.32267143
2023-12-04T07:51:23.000Z, 18711627, 39.569058847
2023-12-04T07:51:35.000Z, 18711628, 39.708758398
2023-12-04T07:51:47.000Z, 18711629, 38.627780767
2023-12-04T07:51:59.000Z, 18711630, 37.80506215
2023-12-04T07:52:11.000Z, 18711631, 37.421166236
2023-12-04T07:52:23.000Z, 18711632, 39.241234466
2023-12-04T07:52:35.000Z, 18711633, 38.280220886
2023-12-04T07:52:47.000Z, 18711634, 38.620612757
2023-12-04T07:52:59.000Z, 18711635, 38.037483344
2023-12-04T07:53:11.000Z, 18711636, 36.854906157
2023-12-04T07:53:23.000Z, 18711637, 38.853362858
2023-12-04T07:53:35.000Z, 18711638, 39.07974341
2023-12-04T07:53:47.000Z, 18711639, 38.622141527
2023-12-04T07:53:59.000Z, 18711640, 37.618285446
2023-12-04T07:54:11.000Z, 18711641, 37.10543348
2023-12-04T07:54:23.000Z, 18711642, 36.858965895
2023-12-04T07:54:35.000Z, 18711643, 37.504385738
2023-12-04T07:54:47.000Z, 18711644, 36.502234485
2023-12-04T07:54:59.000Z, 18711645, 36.467236143
2023-12-04T07:55:11.000Z, 18711646, 35.37164094
2023-12-04T07:55:23.000Z, 18711647, 37.828190202
2023-12-04T07:55:35.000Z, 18711648, 37.812093362
2023-12-04T07:55:47.000Z, 18711649, 37.907728338
2023-12-04T07:55:59.000Z, 18711650, 39.095802349
2023-12-04T07:56:11.000Z, 18711651, 38.210878963
2023-12-04T07:56:23.000Z, 18711652, 37.16625881
2023-12-04T07:56:35.000Z, 18711653, 36.252199275
2023-12-04T07:56:47.000Z, 18711654, 36.421359891
2023-12-04T07:56:59.000Z, 18711655, 36.335597605
2023-12-04T07:57:11.000Z, 18711656, 37.35785059
2023-12-04T07:57:23.000Z, 18711657, 36.50571366
2023-12-04T07:57:35.000Z, 18711658, 38.286928428
2023-12-04T07:57:47.000Z, 18711659, 39.598188405
2023-12-04T07:57:59.000Z, 18711660, 37.5156682
2023-12-04T07:58:11.000Z, 18711661, 35.872019865
2023-12-04T07:58:23.000Z, 18711662, 36.549433066
2023-12-04T07:58:35.000Z, 18711663, 36.480781657
2023-12-04T07:58:47.000Z, 18711664, 38.671293109
2023-12-04T07:58:59.000Z, 18711665, 36.681832077
2023-12-04T07:59:11.000Z, 18711666, 37.270827363
2023-12-04T07:59:23.000Z, 18711667, 36.417112352
2023-12-04T07:59:35.000Z, 18711668, 35.540269315
2023-12-04T07:59:47.000Z, 18711669, 36.153280319
2023-12-04T08:00:11.000Z, 18711670, 35.712643235
2023-12-04T08:00:23.000Z, 18711671, 38.920781402
2023-12-04T08:00:35.000Z, 18711672, 39.632845206
2023-12-04T08:00:47.000Z, 18711673, 39.555010592
2023-12-04T08:00:59.000Z, 18711674, 39.954050438
2023-12-04T08:01:11.000Z, 18711675, 39.200820032
2023-12-04T08:01:23.000Z, 18711676, 39.748324818
2023-12-04T08:01:35.000Z, 18711677, 39.26614849
2023-12-04T08:01:47.000Z, 18711678, 39.105300276
2023-12-04T08:01:59.000Z, 18711679, 39.670798764
2023-12-04T08:02:11.000Z, 18711680, 39.527740244
2023-12-04T08:02:23.000Z, 18711681, 38.799389586
2023-12-04T08:02:35.000Z, 18711682, 40.697643901
2023-12-04T08:02:47.000Z, 18711683, 41.901457484
2023-12-04T08:02:59.000Z, 18711684, 40.883918999
2023-12-04T08:03:11.000Z, 18711685, 41.861079073
2023-12-04T08:03:23.000Z, 18711686, 39.869047067
2023-12-04T08:03:35.000Z, 18711687, 41.299331189
2023-12-04T08:03:47.000Z, 18711688, 41.491568218
2023-12-04T08:03:59.000Z, 18711689, 42.331301545
2023-12-04T08:04:11.000Z, 18711690, 42.718952202
2023-12-04T08:04:23.000Z, 18711691, 41.409598162
2023-12-04T08:04:35.000Z, 18711692, 43.102286573
2023-12-04T08:04:47.000Z, 18711693, 41.331025764
2023-12-04T08:04:59.000Z, 18711694, 42.803911286
2023-12-04T08:05:11.000Z, 18711695, 45.512598793
2023-12-04T08:05:23.000Z, 18711696, 45.091452512
2023-12-04T08:05:35.000Z, 18711697, 43.665611559
2023-12-04T08:05:47.000Z, 18711698, 42.086253317
2023-12-04T08:05:59.000Z, 18711699, 42.138037996
2023-12-04T08:06:11.000Z, 18711700, 44.562659648
2023-12-04T08:06:23.000Z, 18711701, 43.107890828
2023-12-04T08:06:35.000Z, 18711702, 41.524230136
2023-12-04T08:06:47.000Z, 18711703, 41.180494982
2023-12-04T08:06:59.000Z, 18711704, 39.646276864
2023-12-04T08:07:11.000Z, 18711705, 39.679469387
2023-12-04T08:07:23.000Z, 18711706, 38.107529182
2023-12-04T08:07:35.000Z, 18711707, 37.834208646
2023-12-04T08:07:47.000Z, 18711708, 37.849388045
2023-12-04T08:07:59.000Z, 18711709, 36.41316116
2023-12-04T08:08:11.000Z, 18711710, 35.866616301
2023-12-04T08:08:23.000Z, 18711711, 37.044313683
2023-12-04T08:08:35.000Z, 18711712, 37.478638812
2023-12-04T08:08:47.000Z, 18711713, 37.864245595
2023-12-04T08:08:59.000Z, 18711714, 37.440760198
2023-12-04T08:09:11.000Z, 18711715, 36.349017584
2023-12-04T08:09:23.000Z, 18711716, 36.029852309
2023-12-04T08:09:35.000Z, 18711717, 36.050383319
2023-12-04T08:09:47.000Z, 18711718, 34.269370611
2023-12-04T08:09:59.000Z, 18711719, 37.485530481
2023-12-04T08:10:11.000Z, 18711720, 36.052707305
2023-12-04T08:10:23.000Z, 18711721, 35.325699656
2023-12-04T08:10:35.000Z, 18711722, 37.42058724
2023-12-04T08:10:59.000Z, 18711723, 35.016202872
2023-12-04T08:11:11.000Z, 18711724, 37.411438082
2023-12-04T08:11:23.000Z, 18711725, 40.587920143
2023-12-04T08:11:35.000Z, 18711726, 41.206878484
2023-12-04T08:11:47.000Z, 18711727, 40.379034699
2023-12-04T08:12:11.000Z, 18711728, 40.333708224
2023-12-04T08:12:23.000Z, 18711729, 41.238760336
2023-12-04T08:12:35.000Z, 18711730, 41.890156109
2023-12-04T08:12:47.000Z, 18711731, 39.431324031
2023-12-04T08:12:59.000Z, 18711732, 42.32625749
2023-12-04T08:13:11.000Z, 18711733, 41.110435744
2023-12-04T08:13:23.000Z, 18711734, 41.337875461
2023-12-04T08:13:35.000Z, 18711735, 40.218060318
2023-12-04T08:13:47.000Z, 18711736, 40.353711813
2023-12-04T08:13:59.000Z, 18711737, 39.483301081
2023-12-04T08:14:11.000Z, 18711738, 42.374166716
2023-12-04T08:14:23.000Z, 18711739, 41.119103222
2023-12-04T08:14:35.000Z, 18711740, 41.941340684
2023-12-04T08:14:47.000Z, 18711741, 43.667702537
2023-12-04T08:14:59.000Z, 18711742, 44.739557227
2023-12-04T08:15:11.000Z, 18711743, 47.506296931
2023-12-04T08:15:23.000Z, 18711744, 47.277231069
2023-12-04T08:15:35.000Z, 18711745, 47.921834445
2023-12-04T08:15:47.000Z, 18711746, 48.585009536
2023-12-04T08:15:59.000Z, 18711747, 49.13767657
2023-12-04T08:16:11.000Z, 18711748, 46.906118472
2023-12-04T08:16:23.000Z, 18711749, 47.33220427
2023-12-04T08:16:35.000Z, 18711750, 45.485414074
2023-12-04T08:16:47.000Z, 18711751, 44.804470893
2023-12-04T08:16:59.000Z, 18711752, 43.070671537
2023-12-04T08:17:11.000Z, 18711753, 43.306720352
2023-12-04T08:17:23.000Z, 18711754, 44.338916904
2023-12-04T08:17:47.000Z, 18711755, 44.711028677
2023-12-04T08:17:59.000Z, 18711756, 46.733498898
2023-12-04T08:18:11.000Z, 18711757, 46.026109893
2023-12-04T08:18:23.000Z, 18711758, 45.395430986
2023-12-04T08:18:35.000Z, 18711759, 43.461364324
2023-12-04T08:18:47.000Z, 18711760, 45.047320213
2023-12-04T08:18:59.000Z, 18711761, 43.843461739
2023-12-04T08:19:11.000Z, 18711762, 43.475805084
2023-12-04T08:19:23.000Z, 18711763, 45.419429716
2023-12-04T08:19:35.000Z, 18711764, 43.877212224
2023-12-04T08:19:47.000Z, 18711765, 42.662454053
2023-12-04T08:19:59.000Z, 18711766, 42.333043025
2023-12-04T08:20:11.000Z, 18711767, 41.354951472
2023-12-04T08:20:23.000Z, 18711768, 41.626237885
2023-12-04T08:20:35.000Z, 18711769, 41.945612766
2023-12-04T08:20:47.000Z, 18711770, 40.305232056
2023-12-04T08:20:59.000Z, 18711771, 40.342655463
2023-12-04T08:21:11.000Z, 18711772, 40.527496433
2023-12-04T08:21:23.000Z, 18711773, 45.162959876
2023-12-04T08:21:35.000Z, 18711774, 44.623019002
2023-12-04T08:21:47.000Z, 18711775, 43.439877955
2023-12-04T08:21:59.000Z, 18711776, 44.513959707
2023-12-04T08:22:11.000Z, 18711777, 43.902860569
2023-12-04T08:22:23.000Z, 18711778, 42.981915019
2023-12-04T08:22:35.000Z, 18711779, 43.181238993
2023-12-04T08:22:47.000Z, 18711780, 42.453707445
2023-12-04T08:22:59.000Z, 18711781, 40.388237996
2023-12-04T08:23:11.000Z, 18711782, 39.741319731
2023-12-04T08:23:23.000Z, 18711783, 39.446867683
2023-12-04T08:23:35.000Z, 18711784, 40.947633954
2023-12-04T08:23:47.000Z, 18711785, 40.909123728
2023-12-04T08:23:59.000Z, 18711786, 41.649692731
2023-12-04T08:24:11.000Z, 18711787, 40.880116434
2023-12-04T08:24:23.000Z, 18711788, 40.218073169
2023-12-04T08:24:35.000Z, 18711789, 39.316716103
2023-12-04T08:24:47.000Z, 18711790, 41.109141927
2023-12-04T08:24:59.000Z, 18711791, 38.866608431
2023-12-04T08:25:11.000Z, 18711792, 37.616524538
2023-12-04T08:25:23.000Z, 18711793, 39.977622563
2023-12-04T08:25:35.000Z, 18711794, 38.727436354
2023-12-04T08:25:47.000Z, 18711795, 38.115536235
2023-12-04T08:25:59.000Z, 18711796, 38.095776805
2023-12-04T08:26:11.000Z, 18711797, 38.005738389
2023-12-04T08:26:23.000Z, 18711798, 38.779616301
2023-12-04T08:26:35.000Z, 18711799, 39.791484103
2023-12-04T08:26:47.000Z, 18711800, 39.143886984
2023-12-04T08:26:59.000Z, 18711801, 38.393560975
2023-12-04T08:27:11.000Z, 18711802, 42.681425852
2023-12-04T08:27:23.000Z, 18711803, 41.452043578
2023-12-04T08:27:35.000Z, 18711804, 42.743123435
2023-12-04T08:27:47.000Z, 18711805, 44.419381219
2023-12-04T08:27:59.000Z, 18711806, 45.560852339
2023-12-04T08:28:11.000Z, 18711807, 44.078291574
2023-12-04T08:28:23.000Z, 18711808, 42.932279502
2023-12-04T08:28:35.000Z, 18711809, 42.795702977
2023-12-04T08:28:47.000Z, 18711810, 42.565845117
2023-12-04T08:28:59.000Z, 18711811, 41.737934819
2023-12-04T08:29:11.000Z, 18711812, 41.487808072
2023-12-04T08:29:23.000Z, 18711813, 43.57735259
2023-12-04T08:29:35.000Z, 18711814, 42.336285861
2023-12-04T08:29:47.000Z, 18711815, 42.214539757
2023-12-04T08:29:59.000Z, 18711816, 40.431496099
2023-12-04T08:30:11.000Z, 18711817, 39.585733218
2023-12-04T08:30:23.000Z, 18711818, 40.156717833
2023-12-04T08:30:35.000Z, 18711819, 39.600614219
2023-12-04T08:30:47.000Z, 18711820, 38.183204285
2023-12-04T08:30:59.000Z, 18711821, 40.893024927
2023-12-04T08:31:11.000Z, 18711822, 39.038313603
2023-12-04T08:31:23.000Z, 18711823, 34.692699962
2023-12-04T08:31:35.000Z, 18711824, 39.027851179
2023-12-04T08:31:47.000Z, 18711825, 41.459139302
2023-12-04T08:31:59.000Z, 18711826, 42.293263671
2023-12-04T08:32:11.000Z, 18711827, 40.887328797
2023-12-04T08:32:23.000Z, 18711828, 45.309905353
2023-12-04T08:32:35.000Z, 18711829, 44.268147184
2023-12-04T08:32:47.000Z, 18711830, 42.672201534
2023-12-04T08:32:59.000Z, 18711831, 41.496469657
2023-12-04T08:33:11.000Z, 18711832, 39.49319093
2023-12-04T08:33:23.000Z, 18711833, 39.50890889
2023-12-04T08:33:35.000Z, 18711834, 39.942480643
2023-12-04T08:33:47.000Z, 18711835, 37.54444661
2023-12-04T08:33:59.000Z, 18711836, 39.745226355
2023-12-04T08:34:11.000Z, 18711837, 40.411562361
2023-12-04T08:34:23.000Z, 18711838, 40.000431964
2023-12-04T08:34:35.000Z, 18711839, 39.685123893
2023-12-04T08:34:47.000Z, 18711840, 38.756159962
2023-12-04T08:35:11.000Z, 18711841, 37.04951631
2023-12-04T08:35:23.000Z, 18711842, 40.352850875
2023-12-04T08:35:35.000Z, 18711843, 40.47776716
2023-12-04T08:35:47.000Z, 18711844, 41.781220074
2023-12-04T08:35:59.000Z, 18711845, 40.839018048
2023-12-04T08:36:11.000Z, 18711846, 38.24815603
2023-12-04T08:36:23.000Z, 18711847, 40.155861858
2023-12-04T08:36:35.000Z, 18711848, 38.968072881
2023-12-04T08:36:47.000Z, 18711849, 37.958107786
2023-12-04T08:36:59.000Z, 18711850, 39.467273122
2023-12-04T08:37:11.000Z, 18711851, 37.922407953
2023-12-04T08:37:23.000Z, 18711852, 36.75561731
2023-12-04T08:37:35.000Z, 18711853, 32.34753573
2023-12-04T08:37:47.000Z, 18711854, 36.38575249
2023-12-04T08:37:59.000Z, 18711855, 38.280027815
2023-12-04T08:38:11.000Z, 18711856, 39.295004569
2023-12-04T08:38:23.000Z, 18711857, 41.336229098
2023-12-04T08:38:35.000Z, 18711858, 40.410420886
2023-12-04T08:38:47.000Z, 18711859, 38.696243161
2023-12-04T08:38:59.000Z, 18711860, 37.728946399
2023-12-04T08:39:11.000Z, 18711861, 36.602731061
2023-12-04T08:39:23.000Z, 18711862, 37.866536433
2023-12-04T08:39:35.000Z, 18711863, 38.214566191
2023-12-04T08:39:47.000Z, 18711864, 37.816025844
2023-12-04T08:39:59.000Z, 18711865, 36.642730385
2023-12-04T08:40:11.000Z, 18711866, 35.75520895
2023-12-04T08:40:23.000Z, 18711867, 35.279432561
2023-12-04T08:40:35.000Z, 18711868, 38.270506348
2023-12-04T08:40:47.000Z, 18711869, 36.686616383
2023-12-04T08:40:59.000Z, 18711870, 35.811364516
2023-12-04T08:41:11.000Z, 18711871, 36.409803453
2023-12-04T08:41:23.000Z, 18711872, 36.465392727
2023-12-04T08:41:35.000Z, 18711873, 35.968343595
2023-12-04T08:41:47.000Z, 18711874, 35.268298618
2023-12-04T08:41:59.000Z, 18711875, 36.806721789
2023-12-04T08:42:11.000Z, 18711876, 35.801405995
2023-12-04T08:42:23.000Z, 18711877, 36.536067851
2023-12-04T08:42:35.000Z, 18711878, 36.552430833
2023-12-04T08:42:47.000Z, 18711879, 36.354326101
2023-12-04T08:42:59.000Z, 18711880, 33.967649142
2023-12-04T08:43:11.000Z, 18711881, 35.678171636
2023-12-04T08:43:23.000Z, 18711882, 35.69297659
2023-12-04T08:43:35.000Z, 18711883, 34.97232647
2023-12-04T08:43:47.000Z, 18711884, 34.962764162
2023-12-04T08:43:59.000Z, 18711885, 34.056176774
2023-12-04T08:44:11.000Z, 18711886, 34.276000313
2023-12-04T08:44:23.000Z, 18711887, 34.620788312
2023-12-04T08:44:35.000Z, 18711888, 33.44391722
2023-12-04T08:44:47.000Z, 18711889, 32.530988579
2023-12-04T08:44:59.000Z, 18711890, 34.657533609
2023-12-04T08:45:11.000Z, 18711891, 34.877044029
2023-12-04T08:45:23.000Z, 18711892, 34.045390161
2023-12-04T08:45:35.000Z, 18711893, 36.16463938
2023-12-04T08:45:47.000Z, 18711894, 35.558768958
2023-12-04T08:45:59.000Z, 18711895, 35.427524802
2023-12-04T08:46:11.000Z, 18711896, 34.804263711
2023-12-04T08:46:23.000Z, 18711897, 34.295687858
2023-12-04T08:46:35.000Z, 18711898, 34.191565293
2023-12-04T08:46:47.000Z, 18711899, 33.834306746
2023-12-04T08:46:59.000Z, 18711900, 35.808997563
2023-12-04T08:47:11.000Z, 18711901, 35.884580509
2023-12-04T08:47:23.000Z, 18711902, 35.736863129
2023-12-04T08:47:35.000Z, 18711903, 35.164464304
2023-12-04T08:47:47.000Z, 18711904, 34.843521755
2023-12-04T08:47:59.000Z, 18711905, 35.497887448
2023-12-04T08:48:11.000Z, 18711906, 35.030043633
2023-12-04T08:48:23.000Z, 18711907, 35.269178853
2023-12-04T08:48:35.000Z, 18711908, 34.791252089
2023-12-04T08:48:47.000Z, 18711909, 36.10277241
2023-12-04T08:48:59.000Z, 18711910, 35.034541618
2023-12-04T08:49:11.000Z, 18711911, 36.496489538
2023-12-04T08:49:23.000Z, 18711912, 36.402572514
2023-12-04T08:49:35.000Z, 18711913, 36.986486461
2023-12-04T08:49:47.000Z, 18711914, 33.504764175
2023-12-04T08:49:59.000Z, 18711915, 37.689568133
2023-12-04T08:50:11.000Z, 18711916, 39.475244907
2023-12-04T08:50:23.000Z, 18711917, 39.108015915
2023-12-04T08:50:35.000Z, 18711918, 38.402999743
2023-12-04T08:50:47.000Z, 18711919, 38.627451835
2023-12-04T08:50:59.000Z, 18711920, 38.486876881
2023-12-04T08:51:11.000Z, 18711921, 36.244112182
2023-12-04T08:51:23.000Z, 18711922, 38.772232637
2023-12-04T08:51:35.000Z, 18711923, 37.87628227
2023-12-04T08:51:47.000Z, 18711924, 38.000897132
2023-12-04T08:51:59.000Z, 18711925, 35.955111552
2023-12-04T08:52:11.000Z, 18711926, 36.531007869
2023-12-04T08:52:23.000Z, 18711927, 35.984439758
2023-12-04T08:52:35.000Z, 18711928, 36.002077831
2023-12-04T08:52:47.000Z, 18711929, 35.214303166
2023-12-04T08:52:59.000Z, 18711930, 35.399165052
2023-12-04T08:53:11.000Z, 18711931, 36.9639052
2023-12-04T08:53:23.000Z, 18711932, 38.525230676
2023-12-04T08:53:35.000Z, 18711933, 37.43126951
2023-12-04T08:53:47.000Z, 18711934, 35.825993022
2023-12-04T08:53:59.000Z, 18711935, 37.016342987
2023-12-04T08:54:11.000Z, 18711936, 34.909944647
2023-12-04T08:54:23.000Z, 18711937, 35.703446234
2023-12-04T08:54:35.000Z, 18711938, 36.056575334
2023-12-04T08:54:47.000Z, 18711939, 34.713947155
2023-12-04T08:54:59.000Z, 18711940, 36.346083262
2023-12-04T08:55:11.000Z, 18711941, 38.066615372
2023-12-04T08:55:23.000Z, 18711942, 40.74560228
2023-12-04T08:55:35.000Z, 18711943, 39.540462471
2023-12-04T08:55:47.000Z, 18711944, 41.24065392
2023-12-04T08:55:59.000Z, 18711945, 39.569982314
2023-12-04T08:56:11.000Z, 18711946, 37.553547127
2023-12-04T08:56:23.000Z, 18711947, 39.866970182
2023-12-04T08:56:35.000Z, 18711948, 36.89398922
2023-12-04T08:56:47.000Z, 18711949, 37.276813857
2023-12-04T08:56:59.000Z, 18711950, 36.559831309
2023-12-04T08:57:11.000Z, 18711951, 35.322937573
2023-12-04T08:57:23.000Z, 18711952, 36.961918049
2023-12-04T08:57:35.000Z, 18711953, 34.902007563
2023-12-04T08:57:47.000Z, 18711954, 36.727354927
2023-12-04T08:57:59.000Z, 18711955, 35.398676754
2023-12-04T08:58:11.000Z, 18711956, 37.190965151
2023-12-04T08:58:23.000Z, 18711957, 37.075294432
2023-12-04T08:58:35.000Z, 18711958, 34.970458598
2023-12-04T08:58:47.000Z, 18711959, 35.083884989
2023-12-04T08:58:59.000Z, 18711960, 35.35350406
2023-12-04T08:59:11.000Z, 18711961, 33.120040549
2023-12-04T08:59:23.000Z, 18711962, 37.22118063
2023-12-04T08:59:35.000Z, 18711963, 34.472269889
2023-12-04T08:59:47.000Z, 18711964, 38.687060748
2023-12-04T08:59:59.000Z, 18711965, 39.113735827
2023-12-04T09:00:11.000Z, 18711966, 36.646675728
2023-12-04T09:00:23.000Z, 18711967, 40.68355931
2023-12-04T09:00:35.000Z, 18711968, 40.63942782
2023-12-04T09:00:47.000Z, 18711969, 40.080667861
2023-12-04T09:00:59.000Z, 18711970, 39.682054597
2023-12-04T09:01:11.000Z, 18711971, 41.774476108
2023-12-04T09:01:23.000Z, 18711972, 40.509667859
2023-12-04T09:01:35.000Z, 18711973, 39.565720356
2023-12-04T09:01:47.000Z, 18711974, 38.959270513
2023-12-04T09:01:59.000Z, 18711975, 36.991689697
2023-12-04T09:02:11.000Z, 18711976, 37.344348429
2023-12-04T09:02:23.000Z, 18711977, 41.712168628
2023-12-04T09:02:35.000Z, 18711978, 40.412426144
2023-12-04T09:02:47.000Z, 18711979, 42.43380734
2023-12-04T09:02:59.000Z, 18711980, 40.122317943
2023-12-04T09:03:11.000Z, 18711981, 41.365318386
2023-12-04T09:03:23.000Z, 18711982, 40.356656811
2023-12-04T09:03:35.000Z, 18711983, 39.81472341
2023-12-04T09:03:47.000Z, 18711984, 39.860554138
2023-12-04T09:03:59.000Z, 18711985, 39.305921101
2023-12-04T09:04:11.000Z, 18711986, 39.419957077
2023-12-04T09:04:23.000Z, 18711987, 37.820851698
2023-12-04T09:04:35.000Z, 18711988, 36.414279726
2023-12-04T09:04:47.000Z, 18711989, 34.285278503
2023-12-04T09:04:59.000Z, 18711990, 38.56619809
2023-12-04T09:05:11.000Z, 18711991, 36.652665789
2023-12-04T09:05:23.000Z, 18711992, 38.836574562
2023-12-04T09:05:35.000Z, 18711993, 38.175356637
2023-12-04T09:05:47.000Z, 18711994, 39.421309293
2023-12-04T09:05:59.000Z, 18711995, 42.549432891
2023-12-04T09:06:11.000Z, 18711996, 43.011762618
2023-12-04T09:06:23.000Z, 18711997, 41.361222788
2023-12-04T09:06:35.000Z, 18711998, 40.347931425
2023-12-04T09:06:47.000Z, 18711999, 39.545645087
2023-12-04T09:06:59.000Z, 18712000, 38.866038018
2023-12-04T09:07:11.000Z, 18712001, 39.672060375
2023-12-04T09:07:23.000Z, 18712002, 39.342455972
2023-12-04T09:07:35.000Z, 18712003, 38.413779594
2023-12-04T09:07:47.000Z, 18712004, 37.639235514
2023-12-04T09:07:59.000Z, 18712005, 38.074751893
2023-12-04T09:08:11.000Z, 18712006, 39.876949518
2023-12-04T09:08:23.000Z, 18712007, 38.552836739
2023-12-04T09:08:35.000Z, 18712008, 37.165565277
2023-12-04T09:08:47.000Z, 18712009, 38.803162466
2023-12-04T09:08:59.000Z, 18712010, 40.563147158
2023-12-04T09:09:11.000Z, 18712011, 38.729652682
2023-12-04T09:09:23.000Z, 18712012, 37.651475633
2023-12-04T09:09:35.000Z, 18712013, 39.444448943
2023-12-04T09:09:47.000Z, 18712014, 37.3177124
2023-12-04T09:09:59.000Z, 18712015, 37.073613823
2023-12-04T09:10:11.000Z, 18712016, 37.887001804
2023-12-04T09:10:23.000Z, 18712017, 37.745214752
2023-12-04T09:10:35.000Z, 18712018, 37.262013724
2023-12-04T09:10:47.000Z, 18712019, 36.246489397
2023-12-04T09:10:59.000Z, 18712020, 36.911570793
2023-12-04T09:11:11.000Z, 18712021, 36.596374585
2023-12-04T09:11:23.000Z, 18712022, 35.373006578
2023-12-04T09:11:35.000Z, 18712023, 36.554065577
2023-12-04T09:11:47.000Z, 18712024, 32.513996323
2023-12-04T09:11:59.000Z, 18712025, 36.575140505
2023-12-04T09:12:11.000Z, 18712026, 37.291036397
2023-12-04T09:12:23.000Z, 18712027, 36.524748173
2023-12-04T09:12:35.000Z, 18712028, 38.695308643
2023-12-04T09:12:47.000Z, 18712029, 38.441474835
2023-12-04T09:12:59.000Z, 18712030, 38.279142253
2023-12-04T09:13:11.000Z, 18712031, 38.614671694
2023-12-04T09:13:23.000Z, 18712032, 37.330507643
2023-12-04T09:13:35.000Z, 18712033, 37.075517878
2023-12-04T09:13:47.000Z, 18712034, 35.979854759
2023-12-04T09:14:11.000Z, 18712035, 35.725407925
2023-12-04T09:14:23.000Z, 18712036, 40.184608387
2023-12-04T09:14:35.000Z, 18712037, 38.166854143
2023-12-04T09:14:47.000Z, 18712038, 39.868839165
2023-12-04T09:14:59.000Z, 18712039, 39.935487571
2023-12-04T09:15:11.000Z, 18712040, 38.258507259
2023-12-04T09:15:23.000Z, 18712041, 38.28285561
2023-12-04T09:15:35.000Z, 18712042, 37.985053277
2023-12-04T09:15:47.000Z, 18712043, 35.503035509
2023-12-04T09:15:59.000Z, 18712044, 36.610059209
2023-12-04T09:16:11.000Z, 18712045, 34.303817987
2023-12-04T09:16:23.000Z, 18712046, 35.334724043
2023-12-04T09:16:35.000Z, 18712047, 35.831465188
2023-12-04T09:16:47.000Z, 18712048, 35.390540496
2023-12-04T09:16:59.000Z, 18712049, 34.601146528
2023-12-04T09:17:11.000Z, 18712050, 34.187853422
2023-12-04T09:17:23.000Z, 18712051, 34.701294296
2023-12-04T09:17:35.000Z, 18712052, 33.695959629
2023-12-04T09:17:47.000Z, 18712053, 33.594836651
2023-12-04T09:17:59.000Z, 18712054, 34.694887259
2023-12-04T09:18:11.000Z, 18712055, 34.194022326
2023-12-04T09:18:23.000Z, 18712056, 34.121334099
2023-12-04T09:18:35.000Z, 18712057, 32.616984191
2023-12-04T09:18:47.000Z, 18712058, 36.196932776
2023-12-04T09:18:59.000Z, 18712059, 36.592843062
2023-12-04T09:19:11.000Z, 18712060, 36.408946645
2023-12-04T09:19:23.000Z, 18712061, 35.402132471
2023-12-04T09:19:35.000Z, 18712062, 38.607862535
2023-12-04T09:19:47.000Z, 18712063, 39.019945164
2023-12-04T09:19:59.000Z, 18712064, 37.885076723
